human_gene_id	mouse_gene_id	homology_type	homology_species	is_high_confidence	saluki_human_pc1	saluki_mouse_prior
ENSG00000107371	ENSMUSG00000028322	ortholog_one2one	homo_sapiens	1	-3.70211863286541	-3.07414379376159
ENSG00000107372	ENSMUSG00000024750	ortholog_one2one	homo_sapiens	1	-7.37243837443327	-7.64584964222031
ENSG00000107404	ENSMUSG00000029071	ortholog_one2one	homo_sapiens	1	2.57853307361028	0.320565189156046
ENSG00000107438	ENSMUSG00000055044	ortholog_one2one	homo_sapiens	1	5.80298533083584	0.744778185350742
ENSG00000107443	ENSMUSG00000025010	ortholog_one2one	homo_sapiens	1	-5.64915080214056	-7.38308640399432
ENSG00000107485	ENSMUSG00000015619	ortholog_one2one	homo_sapiens	1	-10.7937466815937	-8.58910582735106
ENSG00000107518	ENSMUSG00000054843	ortholog_one2one	homo_sapiens	1	4.98436888751808	2.65076273814627
ENSG00000107521	ENSMUSG00000025188	ortholog_one2one	homo_sapiens	1	4.8307232196778	6.74501354764257
ENSG00000107537	ENSMUSG00000026664	ortholog_one2one	homo_sapiens	1	9.73575243461494	3.85490213007524
ENSG00000107551	ENSMUSG00000042129	ortholog_one2one	homo_sapiens	1	1.59094080334431	-1.92082795539997
ENSG00000107554	ENSMUSG00000025195	ortholog_one2one	homo_sapiens	1	-8.32775389497287	-7.14848113978093
ENSG00000107560	ENSMUSG00000040022	ortholog_one2one	homo_sapiens	1	-3.65099164183094	-2.03722475621939
ENSG00000107562	ENSMUSG00000061353	ortholog_one2one	homo_sapiens	1	0.0635041939599669	3.2090531018662
ENSG00000107566	ENSMUSG00000025198	ortholog_one2one	homo_sapiens	1	0.189483805655429	0.846167808067178
ENSG00000107581	ENSMUSG00000024991	ortholog_one2one	homo_sapiens	1	-1.24390681734078	-1.36550711181824
ENSG00000107611	ENSMUSG00000026726	ortholog_one2one	homo_sapiens	1	-1.32508825644738	1.84030717700353
ENSG00000107614	ENSMUSG00000026723	ortholog_one2one	homo_sapiens	1	2.29598897803253	1.37393207111626
ENSG00000107625	ENSMUSG00000020076	ortholog_one2one	homo_sapiens	1	-0.354118572805206	-0.760894383050977
ENSG00000107643	ENSMUSG00000021936	ortholog_one2one	homo_sapiens	1	1.10734459178875	-1.29061902580231
ENSG00000107651	ENSMUSG00000055319	ortholog_one2one	homo_sapiens	1	-0.425190071559882	-0.227343578394905
ENSG00000107669	ENSMUSG00000030850	ortholog_one2one	homo_sapiens	1	-1.05689266835048	-2.71561332258841
ENSG00000107672	ENSMUSG00000040331	ortholog_one2one	homo_sapiens	1	1.26737265797549	-0.48217807901163
ENSG00000107679	ENSMUSG00000040268	ortholog_one2one	homo_sapiens	1	-0.695444803895807	-1.17654669781931
ENSG00000107719	ENSMUSG00000020092	ortholog_one2one	homo_sapiens	1	1.43242390140506	-0.64372304394423
ENSG00000107731	ENSMUSG00000020099	ortholog_one2one	homo_sapiens	1	1.12394084803924	-3.70741563808381
ENSG00000107742	ENSMUSG00000058297	ortholog_one2one	homo_sapiens	1	0.491597844206095	0.792866679118883
ENSG00000107745	ENSMUSG00000020111	ortholog_one2one	homo_sapiens	1	5.55793169957305	4.54607091445343
ENSG00000107758	ENSMUSG00000021816	ortholog_one2one	homo_sapiens	1	2.83139963097348	1.82872014360358
ENSG00000107771	ENSMUSG00000058690	ortholog_one2one	homo_sapiens	1	-4.64572604156603	-2.42015989377843
ENSG00000107779	ENSMUSG00000021796	ortholog_one2one	homo_sapiens	1	-5.67186852311237	-2.16793506808484
ENSG00000107789	ENSMUSG00000024896	ortholog_one2one	homo_sapiens	1	-2.6812883127221	0.725048945408426
ENSG00000107796	ENSMUSG00000035783	ortholog_one2one	homo_sapiens	1	5.99979184042221	4.09780202932739
ENSG00000107798	ENSMUSG00000024781	ortholog_one2one	homo_sapiens	1	7.59863078912334	3.34170104147708
ENSG00000107815	ENSMUSG00000025209	ortholog_one2one	homo_sapiens	1	-5.91608125681063	-4.49486649183718
ENSG00000107816	ENSMUSG00000035342	ortholog_one2one	homo_sapiens	1	-2.57764724035942	-3.91701864833924
ENSG00000107819	ENSMUSG00000025212	ortholog_one2one	homo_sapiens	1	3.92738819093981	2.87304249902582
ENSG00000107821	ENSMUSG00000025213	ortholog_one2one	homo_sapiens	1	-0.146811375295463	4.4680113830794
ENSG00000107829	ENSMUSG00000040913	ortholog_one2one	homo_sapiens	1	4.87039707926956	0.860483046713143
ENSG00000107833	ENSMUSG00000056209	ortholog_one2one	homo_sapiens	1	7.39002204752351	4.87002782334825
ENSG00000107854	ENSMUSG00000024811	ortholog_one2one	homo_sapiens	1	-2.17269606339515	-1.41381695515179
ENSG00000107859	ENSMUSG00000025229	ortholog_one2one	homo_sapiens	1	3.0149998637413	2.48229433236125
ENSG00000107862	ENSMUSG00000025224	ortholog_one2one	homo_sapiens	1	0.851151857549806	1.42539907056341
ENSG00000107863	ENSMUSG00000036591	ortholog_one2one	homo_sapiens	1	-2.79366573077381	-3.79744179075481
ENSG00000107864	ENSMUSG00000039652	ortholog_one2one	homo_sapiens	1	-6.82489893889244	-0.0551682033643714
ENSG00000107872	ENSMUSG00000025226	ortholog_one2one	homo_sapiens	1	-0.376682930819852	-2.9975486946209
ENSG00000107874	ENSMUSG00000036748	ortholog_one2one	homo_sapiens	1	8.71218382758366	7.96762343430146
ENSG00000107882	ENSMUSG00000025231	ortholog_one2one	homo_sapiens	1	-4.88902578355283	-4.09036440307138
ENSG00000107897	ENSMUSG00000026781	ortholog_one2one	homo_sapiens	1	-0.56880309653215	1.90477952772997
ENSG00000107902	ENSMUSG00000030946	ortholog_one2one	homo_sapiens	1	5.22397961833522	6.839734103437
ENSG00000107929	ENSMUSG00000033499	ortholog_one2one	homo_sapiens	0	-3.67294086342451	-4.36523599628109
ENSG00000107937	ENSMUSG00000021149	ortholog_one2one	homo_sapiens	1	-2.39523994624572	-2.78346435475601
ENSG00000107938	ENSMUSG00000039990	ortholog_one2one	homo_sapiens	1	-4.16896847761399	-5.13145055205445
ENSG00000107949	ENSMUSG00000030983	ortholog_one2one	homo_sapiens	1	4.15860222935098	2.46957844886815
ENSG00000107951	ENSMUSG00000024234	ortholog_one2one	homo_sapiens	1	-5.09066716695571	-3.71158277217504
ENSG00000107954	ENSMUSG00000006435	ortholog_one2one	homo_sapiens	1	3.06418380697515	-0.348616672959236
ENSG00000107957	ENSMUSG00000053617	ortholog_one2one	homo_sapiens	1	-2.92039201229531	-1.15458216499177
ENSG00000107959	ENSMUSG00000021193	ortholog_one2one	homo_sapiens	1	8.45812982090886	5.96318625965614
ENSG00000107960	ENSMUSG00000042694	ortholog_one2one	homo_sapiens	1	3.88633757436421	0.565378019876213
ENSG00000107968	ENSMUSG00000024235	ortholog_one2one	homo_sapiens	1	-8.09235147922093	-5.35887990084626
ENSG00000107984	ENSMUSG00000024868	ortholog_one2one	homo_sapiens	1	-9.98195696729438	2.40359824578896
ENSG00000108001	ENSMUSG00000010476	ortholog_one2one	homo_sapiens	1	-6.37671594860389	-3.25198135552172
ENSG00000108010	ENSMUSG00000031068	ortholog_one2one	homo_sapiens	1	7.65220245939792	4.18827843336364
ENSG00000108039	ENSMUSG00000025027	ortholog_one2one	homo_sapiens	1	5.42336952760511	3.50356924872407
ENSG00000108055	ENSMUSG00000024974	ortholog_one2one	homo_sapiens	1	-1.1772978285954	-0.518426269035256
ENSG00000108061	ENSMUSG00000024976	ortholog_one2one	homo_sapiens	1	-5.37422201193358	-2.6827272222946
ENSG00000108064	ENSMUSG00000003923	ortholog_one2one	homo_sapiens	1	0.506563643034877	-2.77448497040086
ENSG00000108091	ENSMUSG00000048701	ortholog_one2one	homo_sapiens	1	-2.60148497657629	-2.44750802976952
ENSG00000108094	ENSMUSG00000024231	ortholog_one2one	homo_sapiens	1	-0.391260828822261	0.398205572786184
ENSG00000108100	ENSMUSG00000024286	ortholog_one2one	homo_sapiens	1	1.66701051580769	0.45316113670436
ENSG00000108107	ENSMUSG00000030432	ortholog_one2one	homo_sapiens	1	9.80978837193767	4.04458301297803
ENSG00000108175	ENSMUSG00000007817	ortholog_one2one	homo_sapiens	1	-5.91310593300902	-3.76960545230451
ENSG00000108176	ENSMUSG00000036764	ortholog_one2one	homo_sapiens	1	2.28011911624098	5.6881691459574
ENSG00000108179	ENSMUSG00000021868	ortholog_one2one	homo_sapiens	1	-0.0967641211380192	-2.1401850626906
ENSG00000108219	ENSMUSG00000037824	ortholog_one2one	homo_sapiens	1	-0.66851624971928	-1.39650575622447
ENSG00000108239	ENSMUSG00000048720	ortholog_one2one	homo_sapiens	1	-6.07561384800966	-1.17528365747644
ENSG00000108256	ENSMUSG00000037857	ortholog_one2one	homo_sapiens	1	-7.12061352996494	-6.84829690027106
ENSG00000108262	ENSMUSG00000011877	ortholog_one2one	homo_sapiens	1	0.544076331913528	-1.21029594925068
ENSG00000108298	ENSMUSG00000017404	ortholog_one2one	homo_sapiens	1	12.0163543744921	5.31757370051976
ENSG00000108306	ENSMUSG00000020883	ortholog_one2one	homo_sapiens	1	-1.04318809668039	0.805229186901096
ENSG00000108312	ENSMUSG00000020923	ortholog_one2one	homo_sapiens	1	-0.439044265345105	1.25815834653184
ENSG00000108344	ENSMUSG00000017221	ortholog_one2one	homo_sapiens	1	4.76850056903597	3.24866875381022
ENSG00000108349	ENSMUSG00000078676	ortholog_one2one	homo_sapiens	1	1.06042349384449	-4.29258316875388
ENSG00000108352	ENSMUSG00000038020	ortholog_one2one	homo_sapiens	1	-1.47086275906595	-0.769355499581121
ENSG00000108375	ENSMUSG00000034177	ortholog_one2one	homo_sapiens	1	-8.11692170792365	-6.43074165719037
ENSG00000108379	ENSMUSG00000000125	ortholog_one2one	homo_sapiens	1	-3.08621018750507	-2.84736750096742
ENSG00000108384	ENSMUSG00000007646	ortholog_one2one	homo_sapiens	1	1.04310281505099	0.681670810992785
ENSG00000108389	ENSMUSG00000018401	ortholog_one2one	homo_sapiens	1	-2.91802157707245	-4.35538995717983
ENSG00000108395	ENSMUSG00000018548	ortholog_one2one	homo_sapiens	1	0.353172192394642	2.68104979883145
ENSG00000108405	ENSMUSG00000020787	ortholog_one2one	homo_sapiens	1	0.135146807911741	1.05643370551654
ENSG00000108406	ENSMUSG00000018425	ortholog_one2one	homo_sapiens	1	2.72363126655949	-0.51325869450599
ENSG00000108423	ENSMUSG00000020513	ortholog_one2one	homo_sapiens	1	-5.70750748005493	-1.95839652580066
ENSG00000108424	ENSMUSG00000001440	ortholog_one2one	homo_sapiens	1	4.19729111797943	2.04858268610558
ENSG00000108433	ENSMUSG00000020946	ortholog_one2one	homo_sapiens	1	0.0418619120029587	1.49253934235947
ENSG00000108439	ENSMUSG00000018659	ortholog_one2one	homo_sapiens	1	3.31967081728853	3.47833638064933
ENSG00000108443	ENSMUSG00000020516	ortholog_one2one	homo_sapiens	1	-0.424459635139348	-0.554943508207976
ENSG00000108465	ENSMUSG00000018669	ortholog_one2one	homo_sapiens	1	5.59436409498771	3.94484036669706
ENSG00000108468	ENSMUSG00000018666	ortholog_one2one	homo_sapiens	1	5.0305746564539	2.00271387951677
ENSG00000108469	ENSMUSG00000020752	ortholog_one2one	homo_sapiens	1	0.0001007176545462	-2.77483950077909
ENSG00000108474	ENSMUSG00000014245	ortholog_one2one	homo_sapiens	1	0.410754622392147	1.12129722129153
ENSG00000108479	ENSMUSG00000020766	ortholog_one2one	homo_sapiens	1	7.49264257689529	4.77637170833033
ENSG00000108506	ENSMUSG00000018068	ortholog_one2one	homo_sapiens	1	-2.00038038473809	0.693815818057619
ENSG00000108509	ENSMUSG00000040712	ortholog_one2one	homo_sapiens	1	1.64093897390697	-1.37694046965707
ENSG00000108510	ENSMUSG00000034297	ortholog_one2one	homo_sapiens	1	-5.33780172124531	-5.36444490458688
ENSG00000108511	ENSMUSG00000000690	ortholog_one2one	homo_sapiens	1	-4.00230869767222	1.69377539402654
ENSG00000108515	ENSMUSG00000060600	ortholog_one2one	homo_sapiens	1	5.93287098012221	5.18362845520255
ENSG00000108518	ENSMUSG00000018293	ortholog_one2one	homo_sapiens	1	9.18681727661318	5.34906267586199
ENSG00000108523	ENSMUSG00000040746	ortholog_one2one	homo_sapiens	1	4.1242919708364	-1.41613997413299
ENSG00000108528	ENSMUSG00000014606	ortholog_one2one	homo_sapiens	1	3.54547790940978	3.79244471728863
ENSG00000108551	ENSMUSG00000049892	ortholog_one2one	homo_sapiens	1	-6.68013317507154	-1.07575303571337
ENSG00000108557	ENSMUSG00000062115	ortholog_one2one	homo_sapiens	1	-5.60292712262783	-5.46520970419538
ENSG00000108559	ENSMUSG00000040667	ortholog_one2one	homo_sapiens	1	1.3544058704413	0.573693127968632
ENSG00000108561	ENSMUSG00000018446	ortholog_one2one	homo_sapiens	1	6.69080954983681	1.36524803132061
ENSG00000108578	ENSMUSG00000020840	ortholog_one2one	homo_sapiens	1	4.18046005332839	1.57917744958467
ENSG00000108582	ENSMUSG00000020841	ortholog_one2one	homo_sapiens	1	4.86770709250481	3.97246795035533
ENSG00000108587	ENSMUSG00000010392	ortholog_one2one	homo_sapiens	1	-4.19544639850873	-4.00214499711593
ENSG00000108588	ENSMUSG00000078622	ortholog_one2one	homo_sapiens	1	3.76979669832567	1.81301441491966
ENSG00000108590	ENSMUSG00000020801	ortholog_one2one	homo_sapiens	1	-4.12238139521162	-3.56772505807267
ENSG00000108591	ENSMUSG00000020537	ortholog_one2one	homo_sapiens	1	4.59746803936822	2.80117393935463
ENSG00000108592	ENSMUSG00000020706	ortholog_one2one	homo_sapiens	1	1.99011497430612	0.613053313793166
ENSG00000108599	ENSMUSG00000047804	ortholog_one2one	homo_sapiens	1	-5.67873260091123	-6.39665483180413
ENSG00000108602	ENSMUSG00000019102	ortholog_one2one	homo_sapiens	1	5.10774461981272	2.55114236215361
ENSG00000108604	ENSMUSG00000078619	ortholog_one2one	homo_sapiens	1	2.35384845368973	-0.608365845326614
ENSG00000108622	ENSMUSG00000001029	ortholog_one2one	homo_sapiens	1	-1.67422845870567	-1.9412925839769
ENSG00000108639	ENSMUSG00000048277	ortholog_one2one	homo_sapiens	1	4.5776600919214	2.94645560780365
ENSG00000108641	ENSMUSG00000001039	ortholog_one2one	homo_sapiens	1	4.84400447031118	4.90237258437467
ENSG00000108651	ENSMUSG00000035575	ortholog_one2one	homo_sapiens	1	0.849523868683298	-0.0067618419773559
ENSG00000108654	ENSMUSG00000020719	ortholog_one2one	homo_sapiens	1	1.5908209418246	-0.462341799484697
ENSG00000108666	ENSMUSG00000057181	ortholog_one2one	homo_sapiens	1	3.59912260953148	0.950928654674363
ENSG00000108669	ENSMUSG00000017132	ortholog_one2one	homo_sapiens	1	-3.1320868032159	-4.82640048524299
ENSG00000108671	ENSMUSG00000017428	ortholog_one2one	homo_sapiens	1	1.465765117739	-0.524379112333896
ENSG00000108679	ENSMUSG00000033880	ortholog_one2one	homo_sapiens	1	6.9073866489781	5.14284358516491
ENSG00000108691	ENSMUSG00000035385	ortholog_one2one	homo_sapiens	0	-7.70744124309204	-4.07599450253683
ENSG00000108733	ENSMUSG00000018733	ortholog_one2one	homo_sapiens	1	-9.87806080266127	-5.14573566847639
ENSG00000108771	ENSMUSG00000017830	ortholog_one2one	homo_sapiens	1	-0.155084283689677	2.87341991250058
ENSG00000108773	ENSMUSG00000020918	ortholog_one2one	homo_sapiens	1	4.65974028740308	1.42992859604966
ENSG00000108774	ENSMUSG00000019173	ortholog_one2one	homo_sapiens	1	4.49714627117379	5.29935519034964
ENSG00000108784	ENSMUSG00000001751	ortholog_one2one	homo_sapiens	1	0.589288409736658	4.88341184188979
ENSG00000108786	ENSMUSG00000019301	ortholog_one2one	homo_sapiens	1	-4.74288087230561	-5.99371316768243
ENSG00000108788	ENSMUSG00000017801	ortholog_one2one	homo_sapiens	1	-3.40323158198276	0.119721345473237
ENSG00000108797	ENSMUSG00000017167	ortholog_one2one	homo_sapiens	1	0.894206770247896	-1.67466284267581
ENSG00000108798	ENSMUSG00000018381	ortholog_one2one	homo_sapiens	1	-4.15242154858704	-1.7710396424845
ENSG00000108799	ENSMUSG00000006920	ortholog_one2one	homo_sapiens	1	0.0441509321749398	-1.97988994728484
ENSG00000108813	ENSMUSG00000020871	ortholog_one2one	homo_sapiens	1	1.85604202133628	-0.956898250721982
ENSG00000108819	ENSMUSG00000038976	ortholog_one2one	homo_sapiens	1	-1.58994964141133	0.616291406128623
ENSG00000108821	ENSMUSG00000001506	ortholog_one2one	homo_sapiens	1	4.78838979562635	8.0836181582223
ENSG00000108826	ENSMUSG00000024414	ortholog_one2one	homo_sapiens	1	-0.599217095735761	1.94512903750553
ENSG00000108828	ENSMUSG00000034993	ortholog_one2one	homo_sapiens	1	8.90958937616116	5.92928495772416
ENSG00000108829	ENSMUSG00000020869	ortholog_one2one	homo_sapiens	1	3.23918727712837	2.12827918352534
ENSG00000108830	ENSMUSG00000001313	ortholog_one2one	homo_sapiens	1	6.63704061350159	4.15338925224473
ENSG00000108840	ENSMUSG00000008855	ortholog_one2one	homo_sapiens	1	3.1492400849729	2.26329623485683
ENSG00000108846	ENSMUSG00000020865	ortholog_one2one	homo_sapiens	1	-0.443782975213302	3.54539744978734
ENSG00000108848	ENSMUSG00000020863	ortholog_one2one	homo_sapiens	1	-1.17788682800897	-3.34902361480006
ENSG00000108852	ENSMUSG00000017314	ortholog_one2one	homo_sapiens	1	2.35682900159811	-0.607703215059549
ENSG00000108854	ENSMUSG00000018363	ortholog_one2one	homo_sapiens	1	-5.03155062436763	-3.36080322448192
ENSG00000108883	ENSMUSG00000020929	ortholog_one2one	homo_sapiens	1	5.30423772215278	5.15492682733223
ENSG00000108924	ENSMUSG00000003949	ortholog_one2one	homo_sapiens	1	-1.23661070402938	0.741807236977085
ENSG00000108932	ENSMUSG00000041920	ortholog_one2one	homo_sapiens	1	-4.96203072103945	-2.65482273348561
ENSG00000108946	ENSMUSG00000020612	ortholog_one2one	homo_sapiens	1	6.43114421233839	3.89944767091016
ENSG00000108947	ENSMUSG00000003934	ortholog_one2one	homo_sapiens	1	3.28880154890647	-1.55912081489048
ENSG00000108953	ENSMUSG00000020849	ortholog_one2one	homo_sapiens	1	7.53596536848557	4.76036400858515
ENSG00000108960	ENSMUSG00000003948	ortholog_one2one	homo_sapiens	1	-0.704988290756658	2.21292823030081
ENSG00000108961	ENSMUSG00000032892	ortholog_one2one	homo_sapiens	1	5.18143897486496	3.98325786083411
ENSG00000108963	ENSMUSG00000078789	ortholog_one2one	homo_sapiens	1	1.22642274421033	-2.1783953748976
ENSG00000108984	ENSMUSG00000020623	ortholog_one2one	homo_sapiens	1	1.60803677582531	-0.361858194526179
ENSG00000109016	ENSMUSG00000042569	ortholog_one2one	homo_sapiens	1	1.1971845508136	0.74490239672621
ENSG00000109046	ENSMUSG00000017677	ortholog_one2one	homo_sapiens	1	-1.91756685464205	-4.6281280384104
ENSG00000109062	ENSMUSG00000020733	ortholog_one2one	homo_sapiens	1	1.39644322536766	1.51059575155585
ENSG00000109063	ENSMUSG00000020908	ortholog_one2one	homo_sapiens	1	-2.25278962942205	2.94151976020453
ENSG00000109065	ENSMUSG00000015542	ortholog_one2one	homo_sapiens	1	0.620434154721964	3.0486400389342
ENSG00000109066	ENSMUSG00000045980	ortholog_one2one	homo_sapiens	1	0.333144807277346	-3.09526261371534
ENSG00000109079	ENSMUSG00000017615	ortholog_one2one	homo_sapiens	1	-2.60454721778681	-0.8854134062703
ENSG00000109083	ENSMUSG00000001105	ortholog_one2one	homo_sapiens	1	4.07106683200032	1.7226547781392
ENSG00000109084	ENSMUSG00000037278	ortholog_one2one	homo_sapiens	1	0.0558435955464269	0.174322771142651
ENSG00000109089	ENSMUSG00000050910	ortholog_one2one	homo_sapiens	1	-1.50469322785377	-1.81109081187561
ENSG00000109099	ENSMUSG00000018217	ortholog_one2one	homo_sapiens	1	-1.30187593816151	0.557512338595366
ENSG00000109103	ENSMUSG00000002058	ortholog_one2one	homo_sapiens	1	3.96170550206014	1.76044616125811
ENSG00000109107	ENSMUSG00000017390	ortholog_one2one	homo_sapiens	1	10.6245934780039	1.80249551367993
ENSG00000109111	ENSMUSG00000002052	ortholog_one2one	homo_sapiens	1	1.44470936617711	1.84086649151991
ENSG00000109113	ENSMUSG00000002059	ortholog_one2one	homo_sapiens	1	3.50997466995823	1.68609357472604
ENSG00000109118	ENSMUSG00000037791	ortholog_one2one	homo_sapiens	1	-7.16994639411514	-5.44350274820034
ENSG00000109133	ENSMUSG00000037720	ortholog_one2one	homo_sapiens	1	2.78598762005402	1.7848985272837
ENSG00000109158	ENSMUSG00000029211	ortholog_one2one	homo_sapiens	1	-0.447506019132177	-0.264545975070566
ENSG00000109171	ENSMUSG00000036087	ortholog_one2one	homo_sapiens	1	-1.80943045366203	-1.62041333190904
ENSG00000109180	ENSMUSG00000029152	ortholog_one2one	homo_sapiens	1	6.41534393351237	0.565644604296961
ENSG00000109184	ENSMUSG00000051674	ortholog_one2one	homo_sapiens	1	-2.5515326514108	-3.88690718869903
ENSG00000109189	ENSMUSG00000054814	ortholog_one2one	homo_sapiens	1	-0.667341749237705	-0.258626898026647
ENSG00000109220	ENSMUSG00000029229	ortholog_one2one	homo_sapiens	1	-4.85423646886764	-3.89508880449863
ENSG00000109270	ENSMUSG00000091512	ortholog_one2one	homo_sapiens	1	1.28192497087716	-2.01127765278623
ENSG00000109320	ENSMUSG00000028163	ortholog_one2one	homo_sapiens	1	-2.81527230267265	-1.01919637768373
ENSG00000109323	ENSMUSG00000028164	ortholog_one2one	homo_sapiens	1	1.51776316451156	-3.70503729765461
ENSG00000109332	ENSMUSG00000078578	ortholog_one2one	homo_sapiens	1	1.92410534971747	0.421639921344518
ENSG00000109381	ENSMUSG00000037174	ortholog_one2one	homo_sapiens	1	-7.26603859101631	-6.6310540391236
ENSG00000109390	ENSMUSG00000037152	ortholog_one2one	homo_sapiens	1	7.61531009180358	8.51044795842589
ENSG00000109436	ENSMUSG00000031709	ortholog_one2one	homo_sapiens	1	-4.60829579553141	-2.33683541082915
ENSG00000109445	ENSMUSG00000031711	ortholog_one2one	homo_sapiens	1	-3.65731913346529	-3.91692707804391
ENSG00000109452	ENSMUSG00000037940	ortholog_one2one	homo_sapiens	1	-0.619240349196947	1.02216214738514
ENSG00000109458	ENSMUSG00000031714	ortholog_one2one	homo_sapiens	1	-5.78476808532148	-3.4389992137787
ENSG00000109466	ENSMUSG00000031605	ortholog_one2one	homo_sapiens	1	-1.57636369846704	-2.32764971957941
ENSG00000109472	ENSMUSG00000037852	ortholog_one2one	homo_sapiens	1	11.8332640076137	5.69508658169958
ENSG00000109475	ENSMUSG00000062006	ortholog_one2one	homo_sapiens	1	8.75418782869833	3.71289486967963
ENSG00000109501	ENSMUSG00000039474	ortholog_one2one	homo_sapiens	1	0.260961809123764	-0.809859135142402
ENSG00000109519	ENSMUSG00000029198	ortholog_one2one	homo_sapiens	1	-2.74087892722607	0.301961672822951
ENSG00000109534	ENSMUSG00000028010	ortholog_one2one	homo_sapiens	1	0.64306750358645	-0.707100486520501
ENSG00000109572	ENSMUSG00000004319	ortholog_one2one	homo_sapiens	1	0.548714357175927	-2.35482094152301
ENSG00000109576	ENSMUSG00000057228	ortholog_one2one	homo_sapiens	1	2.8792884771621	-0.220363966221918
ENSG00000109586	ENSMUSG00000031608	ortholog_one2one	homo_sapiens	1	3.32331027919718	0.112613599565501
ENSG00000109606	ENSMUSG00000029169	ortholog_one2one	homo_sapiens	1	1.24228676470136	0.339470580549563
ENSG00000109618	ENSMUSG00000029173	ortholog_one2one	homo_sapiens	1	-1.28724585601371	-3.87586822019793
ENSG00000109625	ENSMUSG00000036596	ortholog_one2one	homo_sapiens	1	2.81359907194595	2.53308548574512
ENSG00000109654	ENSMUSG00000027993	ortholog_one2one	homo_sapiens	1	-2.2381099409136	0.571701385968224
ENSG00000109667	ENSMUSG00000005107	ortholog_one2one	homo_sapiens	1	-0.481677584354329	1.45659445531901
ENSG00000109670	ENSMUSG00000028086	ortholog_one2one	homo_sapiens	1	-6.05613337689512	-5.99975617050004
ENSG00000109674	ENSMUSG00000039396	ortholog_one2one	homo_sapiens	1	-5.62556875309598	1.41901729876513
ENSG00000109680	ENSMUSG00000039178	ortholog_one2one	homo_sapiens	1	2.40612788944907	5.45132499511176
ENSG00000109685	ENSMUSG00000057406	ortholog_one2one	homo_sapiens	1	2.03201418836228	-0.81170425817567
ENSG00000109686	ENSMUSG00000028082	ortholog_one2one	homo_sapiens	1	0.422073522399129	2.0012620840691
ENSG00000109689	ENSMUSG00000039156	ortholog_one2one	homo_sapiens	1	-2.93540759138391	-2.82950407853026
ENSG00000109736	ENSMUSG00000001082	ortholog_one2one	homo_sapiens	1	4.83040985942112	5.75479135181946
ENSG00000109738	ENSMUSG00000028020	ortholog_one2one	homo_sapiens	1	1.45568561822319	4.60212116242024
ENSG00000109756	ENSMUSG00000062232	ortholog_one2one	homo_sapiens	1	-7.03505405151019	-6.76526038289914
ENSG00000109762	ENSMUSG00000038291	ortholog_one2one	homo_sapiens	1	0.269688806402451	-0.949729700454343
ENSG00000109775	ENSMUSG00000031634	ortholog_one2one	homo_sapiens	1	3.15423201493579	2.88220612967843
ENSG00000109787	ENSMUSG00000029178	ortholog_one2one	homo_sapiens	1	-7.58135768856042	-7.88083252520313
ENSG00000109790	ENSMUSG00000054920	ortholog_one2one	homo_sapiens	1	4.98417826728143	2.89489728043528
ENSG00000109794	ENSMUSG00000070044	ortholog_one2one	homo_sapiens	1	0.650718400493956	4.71658521305093
ENSG00000109805	ENSMUSG00000015880	ortholog_one2one	homo_sapiens	1	0.221791545309617	-0.892403356941856
ENSG00000109814	ENSMUSG00000029201	ortholog_one2one	homo_sapiens	1	3.45711360525791	2.9375950988478
ENSG00000109819	ENSMUSG00000029167	ortholog_one2one	homo_sapiens	1	-4.65533870099618	-1.04824115861821
ENSG00000109854	ENSMUSG00000039745	ortholog_one2one	homo_sapiens	1	7.28328293971995	2.1221749140704
ENSG00000109861	ENSMUSG00000030560	ortholog_one2one	homo_sapiens	1	5.29971586629234	3.15530274333437
ENSG00000109881	ENSMUSG00000027160	ortholog_one2one	homo_sapiens	1	3.71193082423391	2.34628920983067
ENSG00000109906	ENSMUSG00000066687	ortholog_one2one	homo_sapiens	1	-6.23532993000039	-0.124425564839825
ENSG00000109911	ENSMUSG00000027167	ortholog_one2one	homo_sapiens	1	2.06807228032906	2.37382934997103
ENSG00000109917	ENSMUSG00000032078	ortholog_one2one	homo_sapiens	1	2.09654299161753	-0.701983447430315
ENSG00000109919	ENSMUSG00000027282	ortholog_one2one	homo_sapiens	1	8.09440540959994	5.1279942409827
ENSG00000109920	ENSMUSG00000008200	ortholog_one2one	homo_sapiens	1	-3.71202061740143	-3.68367831630794
ENSG00000109929	ENSMUSG00000032018	ortholog_one2one	homo_sapiens	1	2.72642853655347	-0.996447559800145
ENSG00000109956	ENSMUSG00000045994	ortholog_one2one	homo_sapiens	1	4.06437087409974	0.1557575683156
ENSG00000109971	ENSMUSG00000015656	ortholog_one2one	homo_sapiens	1	-2.5999706565577	-0.635544250353275
ENSG00000109991	ENSMUSG00000027071	ortholog_one2one	homo_sapiens	1	1.34098416372305	7.75116867082768
ENSG00000110011	ENSMUSG00000024963	ortholog_one2one	homo_sapiens	1	6.28596472405817	4.32053156342311
ENSG00000110013	ENSMUSG00000001942	ortholog_one2one	homo_sapiens	1	6.9587505799526	4.95453696355153
ENSG00000110025	ENSMUSG00000024787	ortholog_one2one	homo_sapiens	1	5.07425306721934	2.92325209193447
ENSG00000110042	ENSMUSG00000039982	ortholog_one2one	homo_sapiens	1	-3.97929755989082	-3.46363910372809
